manufacturer,model_name,model_year,body_type,fuel_type,transmission,power_(bhp),engine_(cc),mileage,kilometers,previous_owners,insurance_type,seats,city,price_in_lakhs_(₹)
Maruti,Baleno,2022,Hatchback,Petrol,Manual,81.8,1197.0,21.01,20000.0,1,third_party_insurance,5,jaipur,7.0
Hyundai,i20,2013,Hatchback,Petrol,Manual,82.85,1197.0,18.5,70456.0,1,Comprehensive,5,jaipur,3.25
Skoda,Slavia,2022,Sedan,Petrol,Manual,113.98,999.0,19.47,20000.0,1,third_party_insurance,5,jaipur,14.9
Hyundai,i20,2013,Hatchback,Petrol,Manual,82.85,1197.0,18.5,120000.0,1,third_party_insurance,5,jaipur,3.11
Hyundai,Verna,2016,Sedan,Diesel,Manual,126.2,1582.0,23.9,50889.0,2,third_party_insurance,5,jaipur,7.01
Maruti,Swift,2012,Hatchback,Petrol,Manual,88.5,1197.0,22.38,76043.0,1,Comprehensive,5,jaipur,3.71
Mercedes-Benz,GLC,2019,SUV,Petrol,Automatic,245.0,1991.0,11.5,10200.0,1,Comprehensive,5,jaipur,54.0
Hyundai,Grand i10,2014,Hatchback,Petrol,Manual,82.0,1197.0,18.9,55890.0,1,Comprehensive,5,jaipur,3.49
Honda,Jazz,2016,Hatchback,Petrol,Manual,88.7,1199.0,18.7,81984.0,2,third_party_insurance,5,jaipur,4.75
Honda,Brio,2014,Hatchback,Petrol,Manual,86.8,1198.0,19.4,70123.0,2,Comprehensive,5,jaipur,2.9
Renault,KWID,2021,Hatchback,Petrol,Manual,53.26,799.0,22.3,60000.0,1,third_party_insurance,5,jaipur,4.45
Maruti,Alto,2010,Hatchback,Petrol,Manual,46.3,796.0,19.7,110000.0,3,third_party_insurance,5,jaipur,1.5
Maruti,Ciaz,2019,Sedan,Petrol,Manual,103.25,1462.0,21.56,40000.0,1,third_party_insurance,5,jaipur,6.9
Toyota,Fortuner,2018,SUV,Diesel,Manual,174.5,2755.0,14.24,90000.0,1,third_party_insurance,7,jaipur,30.0
Renault,KWID,2017,Hatchback,Petrol,Manual,67.0,999.0,23.01,50000.0,1,third_party_insurance,5,jaipur,3.6
Maruti,Swift Dzire,2020,Sedan,Petrol,Automatic,81.8,1197.0,21.21,50000.0,1,third_party_insurance,5,jaipur,7.5
Maruti,Swift Dzire,2013,Sedan,Diesel,Manual,74.0,1248.0,23.4,56805.0,1,Comprehensive,5,jaipur,4.75
Volkswagen,Polo,2016,Hatchback,Diesel,Manual,88.0,1498.0,20.14,120000.0,2,third_party_insurance,5,jaipur,4.25
Honda,City,2011,Sedan,Petrol,Manual,116.38575999999999,1497.0,17.0,120000.0,2,third_party_insurance,5,jaipur,3.2
Hyundai,Grand i10,2019,Hatchback,Diesel,Manual,73.97,1186.0,24.0,90000.0,2,third_party_insurance,5,jaipur,5.0
Volkswagen,Vento,2014,Sedan,Diesel,Manual,103.6,1598.0,20.54,100000.0,2,third_party_insurance,5,jaipur,4.35
Mercedes-Benz,E-Class,2015,Sedan,Diesel,Automatic,204.0,2143.0,15.0,70705.0,1,Comprehensive,5,jaipur,27.5
Maruti,Swift Dzire,2014,Sedan,Diesel,Manual,73.9,1248.0,19.3,75000.0,1,Comprehensive,5,jaipur,5.25
Datsun,RediGO,2020,Hatchback,Petrol,Manual,67.05,999.0,21.7,17587.0,1,third_party_insurance,5,jaipur,3.62
Hyundai,Santro,2019,Hatchback,Petrol,Manual,68.0,1086.0,20.3,27153.0,2,Comprehensive,5,jaipur,4.55
Mahindra,Thar,2011,SUV,Diesel,Manual,105.0,2498.0,16.55,90000.0,2,third_party_insurance,6,jaipur,5.0
Maruti,Swift Dzire,2012,Sedan,Diesel,Manual,73.9,1248.0,19.3,104243.0,1,Comprehensive,5,jaipur,3.8
Honda,City,2017,Sedan,Petrol,Automatic,117.3,1497.0,18.0,25791.0,1,Comprehensive,5,jaipur,8.51
Toyota,Fortuner,2010,SUV,Diesel,Manual,168.66072,2982.0,11.5,120000.0,2,third_party_insurance,7,jaipur,8.15
Jaguar,XF,2013,Sedan,Diesel,Automatic,187.7,2179.0,16.36,70000.0,2,third_party_insurance,5,jaipur,14.0
Hyundai,Venue,2021,SUV,Petrol,Manual,81.86,1197.0,17.52,60000.0,1,third_party_insurance,5,jaipur,6.9
Maruti,Vitara Brezza,2021,SUV,Petrol,Manual,103.26,1462.0,17.03,17580.0,1,Comprehensive,5,jaipur,8.9
Mahindra,XUV500,2012,SUV,Diesel,Manual,140.0,2179.0,15.1,120000.0,2,third_party_insurance,7,jaipur,3.3
Maruti,Vitara Brezza,2020,SUV,Petrol,Manual,103.26,1462.0,17.03,39109.0,1,third_party_insurance,5,jaipur,8.11
Maruti,Vitara Brezza,2022,SUV,Petrol,Manual,103.26,1462.0,17.03,20000.0,1,third_party_insurance,5,jaipur,8.95
Honda,WR-V,2018,SUV,Diesel,Manual,98.6,1498.0,25.5,80000.0,1,third_party_insurance,5,jaipur,6.5
Maruti,Celerio,2022,Hatchback,Petrol,Manual,65.71,998.0,25.24,20000.0,1,third_party_insurance,5,jaipur,5.9
Toyota,Innova,2007,MUV,Diesel,Manual,100.60464,2494.0,12.8,120000.0,2,third_party_insurance,8,jaipur,3.0
Maruti,Swift,2015,Hatchback,Petrol,Manual,81.8,1197.0,22.0,70000.0,2,third_party_insurance,5,jaipur,4.45
Honda,City,2016,Sedan,Petrol,Automatic,117.3,1497.0,18.0,70000.0,2,third_party_insurance,5,jaipur,6.5
Volkswagen,Polo,2011,Hatchback,Petrol,Manual,73.9,1198.0,16.47,70000.0,1,third_party_insurance,5,jaipur,3.0
Jeep,Compass,2019,SUV,Diesel,Manual,170.0,1956.0,17.1,9106.0,1,Comprehensive,5,jaipur,18.9
Honda,Amaze,2019,Sedan,Petrol,Manual,88.76,1199.0,19.5,90239.0,1,third_party_insurance,5,jaipur,5.79
Hyundai,EON,2014,Hatchback,Petrol,Manual,68.05,998.0,20.3,31608.0,2,Comprehensive,5,jaipur,2.98
Honda,Amaze,2019,Sedan,Petrol,Manual,88.76,1199.0,19.5,58740.0,1,third_party_insurance,5,jaipur,5.95
Hyundai,i20,2018,Hatchback,Petrol,Manual,81.83,1197.0,18.6,73398.0,2,third_party_insurance,5,jaipur,5.44
Maruti,Ciaz,2019,Sedan,Petrol,Automatic,103.25,1462.0,20.28,29393.0,1,third_party_insurance,5,jaipur,8.95
Volkswagen,Polo,2016,Hatchback,Diesel,Manual,88.0,1498.0,20.14,100000.0,2,third_party_insurance,5,jaipur,4.25
Honda,New Accord,2008,Sedan,Petrol,Manual,177.6,2354.0,12.8,150000.0,2,third_party_insurance,5,jaipur,2.44
Toyota,Fortuner,2013,SUV,Diesel,Manual,168.5,2982.0,13.0,150000.0,1,third_party_insurance,7,jaipur,15.55
Audi,A6,2013,Sedan,Diesel,Automatic,174.33,1968.0,17.68,40000.0,2,third_party_insurance,5,jaipur,14.5
Renault,KWID,2019,Hatchback,Petrol,Automatic,67.0,999.0,23.01,30000.0,2,third_party_insurance,5,jaipur,3.7
Kia,Seltos,2019,SUV,Diesel,Automatic,113.43,1493.0,18.0,44354.0,1,Comprehensive,5,jaipur,15.25
Renault,KWID,2016,Hatchback,Petrol,Manual,67.0,999.0,23.01,65000.0,2,Comprehensive,5,jaipur,2.9
Maruti,Swift,2016,Hatchback,Diesel,Manual,74.0,1248.0,28.4,79700.0,1,Comprehensive,5,jaipur,5.25
Toyota,Innova,2007,MUV,Diesel,Manual,100.60464,2494.0,12.8,120000.0,2,third_party_insurance,8,jaipur,2.85
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,30000.0,1,third_party_insurance,5,jaipur,6.5
Kia,Sonet,2021,SUV,Diesel,Automatic,113.42,1493.0,18.27307692307692,45204.0,1,Comprehensive,5,jaipur,13.25
Hyundai,i20,2017,Hatchback,Diesel,Manual,88.73,1396.0,22.54,81000.0,1,Comprehensive,5,jaipur,5.75
Honda,City,2008,Sedan,Petrol,Manual,76.93296,1497.0,17.7,120000.0,1,third_party_insurance,5,jaipur,1.7
Hyundai,Grand i10 Nios,2020,Hatchback,Petrol,Manual,81.86,1197.0,20.7,40000.0,2,third_party_insurance,5,jaipur,5.9
Hyundai,i20,2019,Hatchback,Petrol,Automatic,81.86,1197.0,17.4,33236.0,2,zero_depreciation,5,jaipur,7.53
Hyundai,Grand i10,2014,Hatchback,Petrol,Automatic,81.86,1197.0,18.9,50000.0,2,third_party_insurance,5,jaipur,4.25
Maruti,Baleno,2019,Hatchback,Petrol,Manual,83.1,1197.0,21.4,47214.0,1,Comprehensive,5,jaipur,5.87
Hyundai,Grand i10 Nios,2019,Hatchback,Petrol,Manual,81.86,1197.0,20.7,54670.0,2,third_party_insurance,5,jaipur,5.8
Honda,Amaze,2018,Sedan,Petrol,Manual,86.7,1198.0,17.8,30000.0,2,third_party_insurance,5,jaipur,5.3
Mahindra,Bolero,2013,SUV,Diesel,Manual,62.0,2523.0,15.96,120000.0,1,third_party_insurance,7,jaipur,4.0
Tata,Zest,2016,Sedan,Petrol,Manual,88.7,1193.0,17.57,120000.0,2,third_party_insurance,5,jaipur,3.0
Toyota,Fortuner,2015,SUV,Diesel,Automatic,168.5,2982.0,12.55,125000.0,1,Comprehensive,7,jaipur,15.95
Ford,Aspire,2017,Sedan,Diesel,Manual,99.0,1498.0,25.83,100000.0,1,third_party_insurance,5,jaipur,3.8
Hyundai,i20,2017,Hatchback,Petrol,Manual,81.83,1197.0,18.6,57000.0,2,Comprehensive,5,jaipur,6.25
Volkswagen,Polo,2017,Hatchback,Diesel,Manual,88.0,1498.0,20.14,120000.0,1,third_party_insurance,5,jaipur,5.25
Maruti,Baleno,2022,Hatchback,Petrol,Manual,88.5,1197.0,22.35,30000.0,1,third_party_insurance,5,jaipur,8.5
Ford,Endeavour,2008,SUV,Diesel,Manual,167.2,2953.0,11.4,120000.0,2,third_party_insurance,7,jaipur,3.9
Kia,Seltos,2021,SUV,Petrol,Manual,113.43,1497.0,16.8,3844.0,1,third_party_insurance,5,jaipur,14.9
Chevrolet,Cruze,2011,Sedan,Diesel,Manual,147.9,1991.0,18.3,120000.0,4,third_party_insurance,5,jaipur,1.9
Renault,KWID,2020,Hatchback,Petrol,Manual,67.06,999.0,21.46,50000.0,1,Comprehensive,5,jaipur,3.75
Honda,CR-V,2008,SUV,Petrol,Manual,141.1,2354.0,13.1,120000.0,3,third_party_insurance,5,jaipur,1.8
Mahindra,XUV500,2015,SUV,Diesel,Manual,140.0,1997.0,16.0,80000.0,2,third_party_insurance,7,jaipur,9.5
Maruti,Swift Dzire,2012,Sedan,Petrol,Manual,88.5,1197.0,22.41,94554.0,1,Comprehensive,5,jaipur,3.83
Maruti,Baleno,2021,Hatchback,Petrol,Manual,81.8,1197.0,21.01,15991.0,1,zero_depreciation,5,jaipur,7.13
Mahindra,Scorpio,2013,SUV,Diesel,Manual,120.0,2179.0,12.05,70000.0,3,third_party_insurance,7,jaipur,5.2
Maruti,Swift Dzire,2017,Sedan,Diesel,Automatic,74.02,1248.0,28.4,72918.0,1,third_party_insurance,5,jaipur,6.55
Datsun,RediGO,2018,Hatchback,Petrol,Automatic,67.0,999.0,22.5,22982.0,1,Comprehensive,5,jaipur,3.13
Hyundai,i20,2015,Hatchback,Diesel,Manual,88.73,1396.0,22.54,76000.0,1,Comprehensive,5,jaipur,5.75
Skoda,Rapid,2017,Sedan,Diesel,Manual,108.6,1498.0,21.13,115000.0,1,third_party_insurance,5,jaipur,6.75
Maruti,Vitara Brezza,2018,SUV,Diesel,Manual,88.5,1248.0,24.3,73000.0,1,Comprehensive,5,jaipur,8.25
Ford,Endeavour,2016,SUV,Diesel,Automatic,158.0,2198.0,12.62,90000.0,2,third_party_insurance,7,jaipur,20.75
Hyundai,Santro,2019,Hatchback,Petrol,Manual,68.0,1086.0,20.3,30000.0,1,third_party_insurance,5,jaipur,4.45
Hyundai,Grand i10,2014,Hatchback,Diesel,Manual,70.0,1120.0,24.0,80000.0,2,third_party_insurance,5,jaipur,3.5
Mercedes-Benz,A GLC 43,2022,SUV,Petrol,Automatic,384.87,2996.0,12.79725579322638,23200.0,1,Comprehensive,5,jaipur,90.0
Skoda,Kushaq,2022,SUV,Petrol,Manual,113.98,999.0,19.2,10000.0,1,third_party_insurance,5,jaipur,13.0
Hyundai,Grand i10 Nios,2022,Hatchback,Petrol,Automatic,81.86,1197.0,20.7,10000.0,1,third_party_insurance,5,jaipur,7.5
Renault,Triber,2020,MUV,Petrol,Manual,71.01,999.0,20.0,30000.0,1,third_party_insurance,7,jaipur,6.7
Chevrolet,Aveo U-VA,2007,Hatchback,Petrol,Manual,74.9,1150.0,15.26,60000.0,1,third_party_insurance,5,jaipur,0.9
Maruti,Celerio,2017,Hatchback,Petrol,Automatic,65.71,998.0,26.0,107963.0,1,Comprehensive,5,jaipur,3.65
Renault,Duster,2012,SUV,Diesel,Manual,108.45,1461.0,19.01,121243.0,2,third_party_insurance,5,jaipur,3.47
Tata,Harrier,2020,SUV,Diesel,Manual,138.1,1956.0,17.0,100000.0,1,third_party_insurance,5,jaipur,14.7
Honda,Brio,2015,Hatchback,Petrol,Manual,86.8,1198.0,19.4,67194.0,1,Comprehensive,5,jaipur,3.09
Honda,City,2016,Sedan,Petrol,Manual,117.3,1497.0,17.8,69236.0,2,Comprehensive,5,jaipur,5.86
Honda,WR-V,2019,SUV,Diesel,Manual,98.6,1498.0,25.5,80000.0,1,third_party_insurance,5,jaipur,9.0
Jeep,Compass,2018,SUV,Petrol,Manual,160.0,1368.0,16.0,90000.0,2,third_party_insurance,5,jaipur,9.0
MG,Hector,2020,SUV,Diesel,Manual,167.68,1956.0,17.41,60000.0,1,third_party_insurance,5,jaipur,15.5
Land Rover,Discovery Sport,2017,SUV,Diesel,Automatic,148.31,1999.0,12.83,80000.0,2,third_party_insurance,7,jaipur,23.0
Land Rover,Range Rover Evoque,2016,SUV,Diesel,Automatic,177.0,1999.0,15.68,81317.0,2,Comprehensive,5,jaipur,32.0
Hyundai,i10,2015,Hatchback,Petrol,Manual,78.9,1197.0,20.36,60000.0,2,third_party_insurance,5,jaipur,2.55
Renault,Duster,2015,SUV,Diesel,Manual,83.8,1461.0,19.87,80000.0,1,third_party_insurance,5,jaipur,3.55
Renault,Duster,2018,SUV,Diesel,Manual,83.8,1461.0,19.87,60000.0,2,third_party_insurance,5,jaipur,6.5
Hyundai,Grand i10,2014,Hatchback,Diesel,Manual,70.0,1120.0,24.0,110000.0,3,third_party_insurance,5,jaipur,2.75
Ford,Fiesta Classic,2011,Sedan,Diesel,Manual,67.0,1399.0,19.68,120000.0,2,third_party_insurance,5,jaipur,1.5
Hyundai,Creta,2017,SUV,Diesel,Automatic,126.2,1582.0,17.01,110000.0,2,third_party_insurance,5,jaipur,9.0
BMW,5 Series,2017,Sedan,Diesel,Automatic,187.74,1995.0,20.37,100000.0,1,third_party_insurance,5,jaipur,25.0
Maruti,Swift,2018,Hatchback,Petrol,Manual,81.8,1197.0,22.0,57000.0,1,Comprehensive,5,jaipur,6.0
BMW,3 Series,2013,Sedan,Diesel,Automatic,184.0,1995.0,18.88,70000.0,2,third_party_insurance,5,jaipur,9.75
Maruti,Swift,2014,Hatchback,Diesel,Manual,74.0,1248.0,28.4,76000.0,1,Comprehensive,5,jaipur,4.75
Maruti,Swift,2021,Hatchback,Petrol,Automatic,88.5,1197.0,22.56,7183.0,2,zero_depreciation,5,jaipur,8.01
Hyundai,Creta,2021,SUV,Petrol,Automatic,138.12,1353.0,16.65796052631579,6165.0,3,third_party_insurance,5,jaipur,15.74
Skoda,Rapid,2012,Sedan,Diesel,Manual,103.5,1598.0,20.5,85000.0,2,Comprehensive,5,jaipur,3.5
Hyundai,i20,2016,Hatchback,Petrol,Manual,81.83,1197.0,18.6,34217.0,1,Comprehensive,5,jaipur,5.32
Volkswagen,Polo,2017,Hatchback,Petrol,Manual,74.0,1198.0,16.47,80101.0,1,Comprehensive,5,jaipur,5.25
Honda,Civic,2007,Sedan,Petrol,Manual,130.0,1799.0,13.5,150000.0,3,third_party_insurance,5,jaipur,1.7
Maruti,A-Star,2012,Hatchback,Petrol,Manual,66.1,998.0,19.0,50000.0,1,third_party_insurance,5,jaipur,2.25
Mahindra,Scorpio,2019,SUV,Diesel,Manual,140.0,2179.0,16.36,100000.0,2,third_party_insurance,7,jaipur,16.0
Maruti,Wagon R,2011,Hatchback,Petrol,Manual,67.05,998.0,21.79,72580.0,1,Comprehensive,5,jaipur,2.5
Hyundai,Verna,2012,Sedan,Diesel,Manual,126.32,1582.0,22.32,120000.0,4,third_party_insurance,5,jaipur,3.0
Hyundai,Verna,2020,Sedan,Diesel,Manual,126.2,1582.0,22.0,120000.0,1,third_party_insurance,5,jaipur,10.0
Hyundai,Santro,2019,Hatchback,Petrol,Manual,68.0,1086.0,20.3,30000.0,1,third_party_insurance,5,jaipur,4.2
Volkswagen,Polo,2012,Hatchback,Diesel,Manual,73.9,1199.0,22.07,100000.0,1,third_party_insurance,5,jaipur,3.0
Hyundai,i20,2018,Hatchback,Diesel,Manual,88.76,1396.0,22.54,69000.0,1,Comprehensive,5,jaipur,6.75
Maruti,Swift,2017,Hatchback,Diesel,Manual,74.0,1248.0,25.2,50040.0,1,Comprehensive,5,jaipur,6.25
Honda,CR-V,2015,SUV,Petrol,Automatic,187.4,2354.0,12.0,48350.0,1,Comprehensive,5,jaipur,12.9
Chevrolet,Beat,2011,Hatchback,Petrol,Manual,79.4,1199.0,18.6,40000.0,2,third_party_insurance,5,jaipur,1.1
Chevrolet,Cruze,2011,Sedan,Diesel,Manual,147.9,1991.0,18.3,120000.0,4,third_party_insurance,5,jaipur,2.17
Tata,New Safari,2011,SUV,Diesel,Manual,138.03,2179.0,13.93,120000.0,1,third_party_insurance,7,jaipur,2.5
Honda,City,2017,Sedan,Petrol,Automatic,117.6,1497.0,18.0,74573.0,1,third_party_insurance,5,jaipur,7.15
Renault,KWID,2018,Hatchback,Petrol,Automatic,67.0,999.0,23.01,64715.0,1,zero_depreciation,5,jaipur,3.56
Honda,City,2014,Sedan,Diesel,Manual,98.6,1498.0,26.0,76000.0,1,Comprehensive,5,jaipur,5.25
Maruti,Wagon R,2017,Hatchback,Petrol,Manual,67.04,998.0,20.51,99348.0,2,third_party_insurance,5,jaipur,3.41
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,81.86,1197.0,18.9,39176.0,1,zero_depreciation,5,jaipur,4.43
Nissan,Micra Active,2017,Hatchback,Petrol,Manual,67.04,1198.0,19.49,80000.0,2,third_party_insurance,5,jaipur,3.0
Maruti,Vitara Brezza,2020,SUV,Petrol,Manual,103.26,1462.0,17.03,50000.0,1,third_party_insurance,5,jaipur,7.5
Maruti,Swift Dzire,2016,Sedan,Diesel,Manual,74.0,1248.0,26.59,120000.0,3,third_party_insurance,5,jaipur,4.9
Maruti,Ertiga,2012,MUV,Diesel,Manual,88.8,1248.0,20.77,70000.0,3,third_party_insurance,7,jaipur,4.5
Hyundai,Grand i10,2016,Hatchback,Petrol,Manual,82.0,1197.0,18.9,40000.0,1,third_party_insurance,5,jaipur,4.25
Hyundai,Santro,2001,Hatchback,Petrol,Manual,68.0,999.0,22.245391304347827,70000.0,1,third_party_insurance,5,jaipur,0.65
Ford,Ecosport,2017,SUV,Petrol,Automatic,110.4,1499.0,15.63,100000.0,3,third_party_insurance,5,jaipur,4.9
Tata,Indigo,2012,Sedan,Diesel,Manual,69.0424,1405.0,17.0,60000.0,2,third_party_insurance,5,jaipur,1.5
Hyundai,Verna,2019,Sedan,Petrol,Manual,121.3,1591.0,17.0,29905.0,1,Comprehensive,5,jaipur,8.95
Maruti,Swift Dzire,2015,Sedan,Diesel,Manual,74.0,1248.0,26.59,70000.0,1,third_party_insurance,5,jaipur,4.9
Mercedes-Benz,A Class,2013,Hatchback,Diesel,Automatic,107.3,2143.0,20.0,80000.0,4,third_party_insurance,5,jaipur,8.75
Tata,Harrier,2019,SUV,Diesel,Manual,167.67,1956.0,16.35,70000.0,2,Comprehensive,5,jaipur,14.5
Honda,Amaze,2018,Sedan,Diesel,Manual,98.6,1498.0,25.8,80000.0,1,third_party_insurance,5,jaipur,6.25
Mahindra,XUV300,2020,SUV,Petrol,Manual,108.62,1197.0,16.82,40000.0,1,third_party_insurance,5,jaipur,8.5
Skoda,Rapid,2021,Sedan,Petrol,Manual,108.62,999.0,18.97,88069.0,2,third_party_insurance,5,jaipur,8.59
Hyundai,i10,2014,Hatchback,Petrol,Manual,68.05,1086.0,19.81,50789.0,3,third_party_insurance,5,jaipur,2.78
Hyundai,Verna,2014,Sedan,Diesel,Manual,126.32,1582.0,22.32,76000.0,2,Comprehensive,5,jaipur,5.5
Maruti,Alto 800,2019,Hatchback,Petrol,Manual,47.33,796.0,22.05,42212.0,1,Comprehensive,5,jaipur,3.04
Honda,Amaze,2015,Sedan,Petrol,Manual,86.7,1198.0,18.0,105227.0,1,third_party_insurance,5,jaipur,3.71
Skoda,Laura,2006,Sedan,Diesel,Manual,104.54992,1896.0,17.5,150000.0,3,third_party_insurance,5,jaipur,1.25
Hyundai,Creta,2019,SUV,Diesel,Automatic,126.2,1582.0,17.6,92700.0,2,Comprehensive,5,jaipur,12.5
Chevrolet,Cruze,2011,Sedan,Diesel,Manual,147.9,1991.0,18.3,120000.0,2,third_party_insurance,5,jaipur,3.39
Maruti,Alto,2006,Hatchback,Petrol,Manual,46.3,796.0,19.7,30000.0,1,third_party_insurance,5,jaipur,0.7
Maruti,Swift,2021,Hatchback,Petrol,Manual,81.8,1197.0,22.0,12168.0,1,Comprehensive,5,jaipur,6.95
Hyundai,Grand i10 Nios,2022,Hatchback,Diesel,Manual,73.97,1186.0,26.2,10000.0,1,third_party_insurance,5,jaipur,6.85
Tata,Nano,2011,Hatchback,Petrol,Manual,35.0,624.0,26.0,30000.0,3,third_party_insurance,4,jaipur,0.6
Hyundai,Creta,2020,SUV,Petrol,Automatic,113.18,1497.0,16.65796052631579,73500.0,1,Comprehensive,5,jaipur,15.6
Isuzu,D-Max,2016,Others,Diesel,Manual,134.0,2499.0,12.4,75210.0,1,Comprehensive,5,jaipur,14.9
Maruti,Wagon R,2017,Hatchback,Petrol,Automatic,67.0,998.0,20.51,69159.0,1,third_party_insurance,5,jaipur,3.79
Maruti,A-Star,2011,Hatchback,Petrol,Automatic,66.1,998.0,16.98,56992.0,1,third_party_insurance,5,jaipur,2.53
Maruti,Swift Dzire,2015,Sedan,Diesel,Manual,74.0,1248.0,26.59,120000.0,2,third_party_insurance,5,jaipur,2.95
Hyundai,Grand i10,2017,Hatchback,Petrol,Manual,82.0,1197.0,18.9,28500.0,1,Comprehensive,5,jaipur,4.95
Skoda,Fabia,2010,Hatchback,Petrol,Manual,75.0,1198.0,17.5,100000.0,2,third_party_insurance,5,jaipur,2.0
Hyundai,i20,2012,Hatchback,Diesel,Manual,88.7688,1396.0,21.9,90000.0,5,third_party_insurance,5,jaipur,1.75
Hyundai,Grand i10,2014,Hatchback,Diesel,Manual,70.0,1120.0,24.0,76164.0,2,Comprehensive,5,jaipur,3.22
Maruti,Alto K10,2016,Hatchback,Petrol,Automatic,67.05,998.0,23.95,75196.0,1,third_party_insurance,5,jaipur,3.38
Mahindra,XUV500,2016,SUV,Diesel,Automatic,140.0,2179.0,16.0,50000.0,3,third_party_insurance,7,jaipur,6.8
Maruti,Alto 800,2017,Hatchback,Petrol,Manual,47.33,796.0,22.05,51759.0,1,third_party_insurance,5,jaipur,2.73
Tata,Tiago,2019,Hatchback,Petrol,Manual,83.83,1199.0,23.84,105021.0,2,third_party_insurance,5,jaipur,4.73
Hyundai,Verna,2010,Sedan,Petrol,Manual,101.788224,1599.0,16.2,120000.0,1,third_party_insurance,5,jaipur,1.5
Tata,Safari Storme,2016,SUV,Diesel,Manual,148.0,2179.0,14.1,90000.0,2,third_party_insurance,7,jaipur,6.0
Mahindra,XUV500,2021,SUV,Diesel,Manual,152.87,2179.0,15.509090909090908,80000.0,1,third_party_insurance,7,jaipur,10.0
Mahindra,Thar,2021,SUV,Petrol,Manual,150.0,1997.0,15.2,30000.0,2,third_party_insurance,4,jaipur,13.7
Kia,Sonet,2022,SUV,Petrol,Manual,118.36,998.0,18.2,10000.0,1,third_party_insurance,5,jaipur,9.25
Volkswagen,Taigun,2022,SUV,Petrol,Manual,113.98,999.0,20.08,20000.0,1,third_party_insurance,5,jaipur,13.5
Hyundai,Getz,2007,Hatchback,Petrol,Manual,81.86456,1341.0,15.3,110000.0,3,third_party_insurance,5,jaipur,0.6
Maruti,Swift Dzire,2020,Sedan,Petrol,Manual,88.5,1197.0,22.41,40000.0,2,third_party_insurance,5,jaipur,6.5
Honda,City,2012,Sedan,Petrol,Manual,116.4,1497.0,16.8,100000.0,1,third_party_insurance,5,jaipur,3.5
Mahindra,XUV300,2022,SUV,Diesel,Manual,115.05,1497.0,20.1,10000.0,1,third_party_insurance,5,jaipur,13.7
Toyota,Etios Liva,2013,Hatchback,Petrol,Manual,78.9,1197.0,17.71,60000.0,1,third_party_insurance,5,jaipur,2.95
Maruti,800,2008,Hatchback,Petrol,Manual,37.0,796.0,16.1,50000.0,1,third_party_insurance,4,jaipur,0.75
Maruti,SX4,2007,Sedan,Petrol,Manual,103.2479776,1586.0,15.0,120000.0,2,third_party_insurance,5,jaipur,0.5
Volkswagen,Polo,2013,Hatchback,Diesel,Manual,73.9,1199.0,22.07,70000.0,3,third_party_insurance,5,jaipur,2.4
Honda,Amaze,2016,Sedan,Diesel,Manual,98.63,1498.0,27.4,100000.0,4,third_party_insurance,5,jaipur,3.2
Skoda,Octavia,2019,Sedan,Petrol,Automatic,178.0,1798.0,15.1,67896.0,1,third_party_insurance,5,jaipur,15.0
Renault,Kiger,2021,SUV,Petrol,Manual,98.63,999.0,20.5,9862.0,2,third_party_insurance,5,jaipur,7.45
Renault,KWID,2017,Hatchback,Petrol,Manual,67.0,999.0,23.01,40000.0,1,third_party_insurance,5,jaipur,2.25
Renault,KWID,2019,Hatchback,Petrol,Manual,53.26,799.0,22.25,37478.0,1,third_party_insurance,5,jaipur,3.32
Maruti,Swift,2022,Hatchback,Petrol,Automatic,88.5,1197.0,22.56,3120.0,1,Comprehensive,5,jaipur,7.75
Volkswagen,Vento,2022,Sedan,Petrol,Manual,108.62,999.0,17.69,20972.0,1,Comprehensive,5,jaipur,10.5
Volkswagen,Polo,2018,Hatchback,Petrol,Manual,75.0,999.0,18.78,60000.0,1,third_party_insurance,5,jaipur,4.75
Hyundai,Verna,2012,Sedan,Diesel,Manual,88.7,1396.0,24.8,120000.0,1,third_party_insurance,5,jaipur,3.25
Jeep,Compass,2018,SUV,Petrol,Automatic,160.0,1368.0,16.0,20000.0,1,third_party_insurance,5,jaipur,14.0
Hyundai,EON,2013,Hatchback,Petrol,Manual,55.2,814.0,21.1,70000.0,2,third_party_insurance,5,jaipur,1.45
Maruti,Swift Dzire,2012,Sedan,Petrol,Manual,85.8,1197.0,19.1,80000.0,3,third_party_insurance,5,jaipur,2.5
Tata,Nexon,2021,SUV,Petrol,Automatic,118.36,1199.0,16.35,38323.0,1,Comprehensive,5,jaipur,10.25
Maruti,Swift Dzire,2020,Sedan,Petrol,Manual,88.5,1197.0,22.41,120000.0,1,third_party_insurance,5,jaipur,5.0
Renault,KWID,2019,Hatchback,Petrol,Manual,53.3,799.0,25.17,40000.0,1,third_party_insurance,5,jaipur,3.0
Skoda,Superb,2020,Sedan,Petrol,Automatic,187.74,1984.0,15.1,50000.0,1,third_party_insurance,5,jaipur,30.0
Mahindra,XUV300,2019,SUV,Diesel,Manual,115.0,1497.0,20.0,60000.0,1,third_party_insurance,5,jaipur,10.0
